ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
483313;1370678-1370656;2021-12-13T19:00:00-05:00;2022-01-24T06:32:26-05:00;Barbara;metro;-;649872;6856853;483278;48.809798780176905, 2.3174174096489275;Bagneux;92007;false;true;true;3
26602;1361974-45904;2014-12-28T19:00:00-05:00;2021-12-14T09:30:38-05:00;Mairie de Montrouge;metro;-;650035;6857816;45904;48.81847189912526, 2.3195238357547403;Montrouge;92049;false;true;true;2
463222;1361965-45904;2019-01-28T19:00:00-05:00;2021-12-14T09:30:17-05:00;Mairie de Montrouge;metro;-;650042;6857814;45904;48.81845445524157, 2.319619399123784;Montrouge;92049;false;true;true;2
463167;1351965-1337892;2019-01-28T19:00:00-05:00;2021-11-12T12:51:30-05:00;Créteil - Université;metro;-;659635;6854569;42779;48.78994285337715, 2.4505697455342563;Créteil;94028;false;true;true;2
22165;1351948-45417;2014-12-28T19:00:00-05:00;2021-11-12T12:49:22-05:00;Passy;metro;-;647601;6862179;45417;48.857515088672166, 2.285839418881461;Paris 16e;75116;false;true;true;1
22089;1351913-1026949;2014-12-28T19:00:00-05:00;2021-11-12T12:35:41-05:00;Bastille;metro;-;653677;6861520;42288;48.85205429254951, 2.3687189610340877;Paris 12e;75112;false;true;true;1
21908;1348019-44461;2014-12-28T19:00:00-05:00;2021-10-27T10:27:04-04:00;Rue de la Pompe;metro;-;647024;6862900;44461;48.86395170793181, 2.277885897959056;Paris 16e;75116;false;true;true;1
22196;1348014-1348015;2014-12-28T19:00:00-05:00;2021-10-27T10:25:54-04:00;Richelieu - Drouot;metro;-;651472;6863727;44642;48.87173920815457, 2.3384190255427946;Paris 9e;75109;false;true;true;1
463294;1348009-1348006;2019-01-28T19:00:00-05:00;2021-10-27T10:23:46-04:00;Reuilly - Diderot;metro;-;654929;6860987;44637;48.84734982689788, 2.385836776008686;Paris 12e;75112;false;true;true;1
463091;1348002-1348000;2019-01-27T19:00:00-05:00;2021-10-27T10:22:08-04:00;Réaumur - Sébastopol;metro;-;652464;6863112;44600;48.86628268268274, 2.352023937796474;Paris 2e;75102;false;true;true;1
22111;1347995-44509;2014-12-28T19:00:00-05:00;2021-10-27T10:20:18-04:00;Porte Dauphine;metro;-;647013;6863728;44509;48.871396794300246, 2.2776327175452704;Paris 16e;75116;false;true;true;1
463106;1347991-44435;2019-01-27T19:00:00-05:00;2021-10-27T10:19:16-04:00;Place Monge;metro;-;652442;6860488;44435;48.84268356343564, 2.35200559017547;Paris 5e;75105;false;true;true;1
463237;1347958-1347960;2019-01-28T19:00:00-05:00;2021-10-27T10:06:54-04:00;Maubert - Mutualité;metro;-;652175;6861325;44119;48.850195465121296, 2.348280413169489;Paris 5e;75105;false;true;true;1
21975;1347957-1347960;2014-12-28T19:00:00-05:00;2021-10-27T10:06:48-04:00;Maubert - Mutualité;metro;-;652171;6861316;44119;48.850109693566736, 2.3482193439276653;Paris 5e;75105;false;true;true;1
463214;1347935-1347936;2019-01-28T19:00:00-05:00;2021-10-27T09:58:48-04:00;Malakoff - Rue Etienne Dolet;metro;-;648387;6857482;44069;48.81533836501127, 2.2971240100835826;Malakoff;92046;false;true;true;2
22236;1347934-1347936;2014-12-28T19:00:00-05:00;2021-10-27T09:58:39-04:00;Malakoff - Rue Etienne Dolet;metro;-;648376;6857474;44069;48.815265522832334, 2.296972463702673;Malakoff;92046;false;true;true;2
22100;1347819-43785;2014-12-28T19:00:00-05:00;2021-10-26T13:49:53-04:00;Les Sablons;metro;-;646603;6864832;43785;48.881290836985585, 2.2719047622591284;Neuilly-sur-Seine;92051;false;true;true;2
463201;1347789-1347784;2019-01-28T19:00:00-05:00;2021-10-26T13:36:14-04:00;La Motte-Picquet - Grenelle;metro;-;648521;6861298;43566;48.84967105586693, 2.29848838992364;Paris 15e;75115;false;true;true;1
21969;1347785-1347784;2014-12-28T19:00:00-05:00;2021-10-26T13:35:12-04:00;La Motte-Picquet - Grenelle;metro;-;648524;6861294;43566;48.8496308034842, 2.2985257262366354;Paris 15e;75115;false;true;true;1
463200;1347752-1072228;2019-01-28T19:00:00-05:00;2021-10-26T13:22:52-04:00;La Courneuve - 8 Mai 1945;metro;-;656763;6869093;470546;48.9203706485192, 2.41000847657245;La Courneuve;93027;false;true;true;2
462952;1347740-43333;2019-01-27T19:00:00-05:00;2021-10-26T12:57:32-04:00;Guy Môquet;metro;-;650690;6866098;43333;48.89300144101368, 2.3274832586261254;Paris 18e;75118;false;true;true;1
21996;1347737-43298;2014-12-28T19:00:00-05:00;2021-10-26T12:56:39-04:00;Goncourt;metro;-;653843;6863515;43298;48.870007016890526, 2.370764434748399;Paris 10e;75110;false;true;true;1
462953;1347725-43042;2019-01-27T19:00:00-05:00;2021-10-26T12:48:35-04:00;Gabriel Péri;metro;-;648302;6868715;43042;48.91634741719895, 2.2946040800173293;Asnières-sur-Seine;92004;false;true;true;2
22234;1347724-43042;2014-12-28T19:00:00-05:00;2021-10-26T12:48:24-04:00;Gabriel Péri;metro;-;648309;6868720;43042;48.916392901140455, 2.2946921563609397;Asnières-sur-Seine;92004;false;true;true;2
463177;1347698-1347696;2019-01-28T19:00:00-05:00;2021-10-26T12:34:21-04:00;École Militaire;metro;-;649109;6861870;42885;48.85486175417413, 2.3064410394306902;Paris 7e;75107;false;true;true;1
21932;1347674-1034979;2014-12-28T19:00:00-05:00;2021-10-26T12:22:35-04:00;Chaussée d'Antin - La Fayette;metro;-;651149;6863857;42589;48.872883849101164, 2.3340008352207744;Paris 9e;75109;false;true;true;1
463043;1338662-1147074;2019-01-27T19:00:00-05:00;2021-10-15T07:50:54-04:00;Charles de Gaulle - Etoile;metro;-;648358;6864110;477682;48.87494579218609, 2.2959275074092775;Paris 8e;75108;false;true;true;1
462966;1338496-1338491;2019-01-27T19:00:00-05:00;2021-10-15T07:16:04-04:00;Sèvres - Babylone;metro;-;650607;6861492;44828;48.85157445169274, 2.3268868010390937;Paris 7e;75107;false;true;true;1
463011;1332138-1332134;2019-01-27T19:00:00-05:00;2021-10-04T10:55:11-04:00;Champs-Élysées - Clemenceau;metro;-;649667;6863270;42531;48.867495519839444, 2.3138736155952304;Paris 8e;75108;false;true;true;1
463010;1332137-1332134;2019-01-27T19:00:00-05:00;2021-10-04T10:55:05-04:00;Champs-Élysées - Clemenceau;metro;-;649711;6863288;42531;48.86765629124574, 2.31446450132278;Paris 8e;75108;false;true;true;1
463157;1332127-1332128;2019-01-28T19:00:00-05:00;2021-10-04T10:53:14-04:00;Censier - Daubenton;metro;-;652402;6860219;42461;48.84026600725291, 2.351495277596339;Paris 5e;75105;false;true;true;1
22239;1332124-1034876;2014-12-28T19:00:00-05:00;2021-10-04T10:51:42-04:00;Carrefour Pleyel;metro;-;651885;6869069;42447;48.91980854888212, 2.3434436533521734;Saint-Denis;93066;false;true;true;2
22136;1328441-44799;2014-12-28T19:00:00-05:00;2021-09-13T11:44:14-04:00;Saint-Germain-des-Prés;metro;-;651127;6861710;44799;48.853574562874215, 2.3339478107981932;Paris 6e;75106;false;true;true;1
463131;1322631-1034694;2019-01-28T19:00:00-05:00;2021-08-25T14:22:43-04:00;Bobigny Pablo Picasso;metro;-;659632;6867515;42345;48.906366794082736, 2.4493013366465712;Bobigny;93008;false;true;true;2
22015;1322630-1034694;2014-12-28T19:00:00-05:00;2021-08-25T14:22:33-04:00;Bobigny Pablo Picasso;metro;-;659612;6867515;42345;48.90636553315847, 2.449027141458258;Bobigny;93008;false;true;true;2
22394;1306810-1306809;2014-12-28T19:00:00-05:00;2021-07-26T10:21:17-04:00;Aubervilliers-Pantin Quatre Chemins;metro;-;655438;6867260;46492;48.90379698944177, 2.3921143824978484;Aubervilliers;93001;false;true;true;2
463119;1306134-1026746;2019-01-28T19:00:00-05:00;2021-07-22T13:42:32-04:00;Anatole France;metro;-;647560;6866040;42195;48.89223258444858, 2.2848122193525096;Levallois-Perret;92044;false;true;true;2
22122;1305877-1026715;2014-12-28T19:00:00-05:00;2021-07-21T13:42:20-04:00;Alexandre Dumas;metro;-;655579;6861966;45196;48.85619909639294, 2.394591418672127;Paris 20e;75120;false;true;true;1
463206;1273502-43656;2019-01-28T19:00:00-05:00;2021-05-26T07:23:04-04:00;Le Peletier;metro;-;651606;6864072;43656;48.87485179272266, 2.340206459456336;Paris 9e;75109;false;true;true;1
22190;1460244-1037763;2014-12-28T19:00:00-05:00;2023-03-28T09:33:06-04:00;Commerce;metro;-;648164;6860742;42734;48.84463784676207, 2.293687475167136;Paris 15e;75115;false;true;true;1
463211;1460231-841067;2019-01-28T19:00:00-05:00;2023-03-28T09:31:47-04:00;Lourmel;metro;-;647303;6860099;45363;48.838785538071185, 2.282035871598573;Paris 15e;75115;false;true;true;1
22138;1460226-44885;2014-12-28T19:00:00-05:00;2023-03-28T09:30:33-04:00;Saint-Placide;metro;-;650600;6860988;44885;48.847041472661125, 2.326849962671852;Paris 6e;75106;false;true;true;1
463173;1460222-799228;2019-01-28T19:00:00-05:00;2023-03-28T09:29:04-04:00;Falguière;metro;-;649912;6860705;42981;48.8444433510087, 2.317508711464044;Paris 15e;75115;false;true;true;1
22039;1460217-44273;2014-12-28T19:00:00-05:00;2023-03-28T09:28:35-04:00;Pasteur;metro;-;649547;6860543;44273;48.84295801452373, 2.3125547456667817;Paris 15e;75115;false;true;true;1
463058;1460135-43310;2019-01-27T19:00:00-05:00;2023-03-28T09:17:24-04:00;Grands Boulevards;metro;-;651800;6863709;43310;48.87160196850329, 2.342892476013396;Paris 9e;75109;false;true;true;1
463115;1460126-1034564;2019-01-28T19:00:00-05:00;2023-03-28T09:16:48-04:00;Bonne Nouvelle;metro;-;652210;6863581;45100;48.87048144485672, 2.3484961225423637;Paris 2e;75102;false;true;true;1
21967;1459587-998855;2014-12-28T19:00:00-05:00;2023-03-28T05:42:39-04:00;Gare d'Austerlitz;metro;-;653361;6860444;462352;48.84235503412503, 2.3645307640842477;Paris 13e;75113;false;true;true;1
463024;1459553-998855;2019-01-27T19:00:00-05:00;2023-03-28T05:42:05-04:00;Gare d'Austerlitz;metro;-;653351;6860436;462352;48.84228236603168, 2.3643953946006437;Paris 13e;75113;false;true;true;1
21981;1459363-998855;2014-12-28T19:00:00-05:00;2023-03-28T05:38:36-04:00;Gare d'Austerlitz;metro;-;653440;6860437;462352;48.842297795679904, 2.3656078807625414;Paris 13e;75113;false;true;true;1
21998;1458797-1026966;2014-12-28T19:00:00-05:00;2023-03-28T04:18:19-04:00;Belleville;metro;-;654284;6863723;42311;48.87190897441961, 2.3767537384185196;Paris 11e;75111;false;true;true;1
22006;1021528-44371;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Place d'Italie;metro;-;652695;6859183;44371;48.8309662261358, 2.355596943369749;Paris 13e;75113;false;true;true;1
22118;1021040-43425;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jaurès;metro;-;653817;6864804;43425;48.881596829851254, 2.37026986750925;Paris 19e;75119;false;true;true;1
22121;1024164-1035251;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Courcelles;metro;-;648903;6864586;42771;48.8792652531651, 2.303294362425212;Paris 17e;75117;false;true;true;1
22107;1021814-44901;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Stalingrad;metro;-;653488;6865101;44901;48.88424398361977, 2.3657514391249888;Paris 10e;75110;false;true;true;1
22101;1024673-1072316;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;La Défense (Grande Arche);metro;-;644127;6866026;470548;48.89181786551305, 2.237988183098827;Puteaux;92062;false;true;true;2
22103;1022004-47247;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Mandé;metro;-;657359;6860845;47247;48.846238207111824, 2.4189623545327072;Saint-Mandé;94067;false;true;true;2
22056;1024334-799228;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Falguière;metro;-;649915;6860691;42981;48.84431768258609, 2.3175512356170267;Paris 15e;75115;false;true;true;1
22057;1024070-1035205;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Concorde;metro;-;650349;6863115;45676;48.86615003387785, 2.323181449571859;Paris 8e;75108;false;true;true;1
22060;1023264-1026701;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Assemblée Nationale;metro;-;650153;6862552;45704;48.86107193857794, 2.3205758366475546;Paris 7e;75107;false;true;true;1
22044;1026160-44867;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Georges;metro;-;651416;6864470;44867;48.8784165939537, 2.3375706403796688;Paris 9e;75109;false;true;true;1
22019;1025329-58725;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Parmentier;metro;-;654129;6862983;58725;48.86524325958236, 2.374720596919689;Paris 11e;75111;false;true;true;1
22010;1021344-1026949;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Bastille;metro;-;653693;6861657;42288;48.85328747735616, 2.3689220756469878;Paris 4e;75104;false;true;true;1
22096;1024098-1035205;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Concorde;metro;-;650265;6863157;45676;48.86652125099136, 2.3220315426557185;Paris 8e;75108;false;true;true;1
22238;1022644-44012;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie de Clichy;metro;-;649114;6867279;44012;48.90349897367884, 2.305848406357885;Clichy;92024;false;true;true;2
22243;1024998-43969;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie de Saint-Ouen;metro;-;651170;6868209;43969;48.912021222877534, 2.33378654272862;Saint-Ouen;93070;false;true;true;2
22217;1026149-1338485;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-François-Xavier;metro;-;649691;6861467;45139;48.85127875562141, 2.314407403528731;Paris 7e;75107;false;true;true;1
22224;1119432-43511;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Miromesnil;metro;-;649830;6863931;43511;48.87344791484716, 2.316010693121023;Paris 8e;75108;false;true;true;1
22227;1020888-43548;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;La Fourche;metro;-;650553;6865479;43548;48.88742450957012, 2.325686960766735;Paris 18e;75118;false;true;true;1
22209;1024870-43811;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Liberté;metro;-;656427;6858618;43811;48.82614817965915, 2.406491231469925;Charenton-le-Pont;94018;false;true;true;2
22199;1020550-44617;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653290;6863239;44617;48.867485131823926, 2.363256324247901;Paris 3e;75103;false;true;true;1
22194;1022534-43898;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Madeleine;metro;-;650561;6863493;43898;48.86956561516963, 2.326027211772999;Paris 1er;75101;false;true;true;1
22154;1023170-1026734;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Alésia;metro;-;650600;6858893;42175;48.82820106327088, 2.327093234948452;Paris 14e;75114;false;true;true;1
22150;1024005-1187207;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Cité;metro;-;652103;6861853;42639;48.85493384815853, 2.3472322349319104;Paris 4e;75104;false;true;true;1
22169;1021573-44192;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Nationale;metro;-;653230;6859425;44192;48.83318160311871, 2.36285795808762;Paris 13e;75113;false;true;true;1
22160;1026173-917056;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Jacques;metro;-;651343;6859411;45315;48.83291600527084, 2.3371543709250067;Paris 14e;75114;false;true;true;1
22163;1026348-1306603;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Sèvres-Lecourbe;metro;-;649323;6860837;44829;48.84558436926931, 2.309467767386323;Paris 15e;75115;false;true;true;1
22397;1025344-828195;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pierre et Marie Curie;metro;-;654271;6857488;44343;48.81583650004866, 2.377246886036493;Ivry-sur-Seine;94041;false;true;true;2
22377;1025440-45165;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Poissonnière;metro;-;652234;6864324;45165;48.87716484830221, 2.3487397513900725;Paris 9e;75109;false;true;true;1
22372;1021623-661051;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte d'Ivry;metro;-;653708;6858121;44507;48.82148903461442, 2.3695112543194923;Paris 13e;75113;false;true;true;1
22385;1025019-44057;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Maison Blanche;metro;-;652903;6858203;44057;48.822168167366435, 2.3585387043161328;Paris 13e;75113;false;true;true;1
22380;1025559-1096872;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte d'Italie;metro;-;652968;6857854;473456;48.819034285139175, 2.359462523882543;Paris 13e;75113;false;true;true;1
474397;1119422-43511;2019-05-15T20:00:00-04:00;2021-05-04T13:56:37-04:00;Miromesnil;metro;-;649825;6863931;43511;48.87344757207703, 2.3159507090192255;Paris 8e;75108;false;true;true;1
463086;1022674-44012;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie de Clichy;metro;-;649105;6867273;44012;48.90344880349671, 2.305726300569584;Clichy;92024;false;true;true;2
463084;1022626-42874;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Duroc;metro;-;649824;6860954;42874;48.84668027190344, 2.316284348651703;Paris 15e;75115;false;true;true;1
463089;1022713-44345;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pigalle;metro;-;651393;6864871;44345;48.882020931119335, 2.3372111647011273;Paris 9e;75109;false;true;true;1
463095;1022920-43425;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jaurès;metro;-;653900;6864972;43425;48.88311355321287, 2.3713833331125125;Paris 19e;75119;false;true;true;1
463065;1022584-1187212;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jules Joffrin;metro;-;651924;6866031;479055;48.892492267254006, 2.3443200293804813;Paris 18e;75118;false;true;true;1
463060;1022461-1035011;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Châtelet;metro;-;652168;6862067;42587;48.85686770062236, 2.3481020948220803;Paris 4e;75104;false;true;true;1
463068;1022735-59370;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Malesherbes;metro;-;649360;6864979;59370;48.882840021629804, 2.30948784696001;Paris 17e;75117;false;true;true;1
463075;1022997-1035441;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Dugommier;metro;-;655198;6860060;42869;48.83903652738059, 2.3895997700798093;Paris 12e;75112;false;true;true;1
463077;1022383-43493;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jussieu;metro;-;652661;6860887;43493;48.84628789408287, 2.354944184375757;Paris 5e;75105;false;true;true;1
463071;1022806-44864;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Fargeau;metro;-;656309;6863705;44864;48.87188765712895, 2.4043613444482403;Paris 20e;75120;false;true;true;1
463073;1022861-44515;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Clignancourt;metro;-;651950;6866590;44515;48.897525630330136, 2.3446240991027905;Paris 18e;75118;false;true;true;1
463051;1022270-1026891;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Balard;metro;-;647031;6859866;463354;48.836667893882776, 2.2783626618091994;Paris 15e;75115;false;true;true;1
463018;1021361-1026949;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Bastille;metro;-;653683;6861658;42288;48.85330031553398, 2.3687984466220375;Paris 4e;75104;false;true;true;1
463029;1021659-661051;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte d'Ivry;metro;-;653692;6858106;44507;48.82135298738846, 2.3692949782233113;Paris 13e;75113;false;true;true;1
463026;1021550-44371;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Place d'Italie;metro;-;652676;6859248;44371;48.83154938376896, 2.355330902236441;Paris 13e;75113;false;true;true;1
463000;1021392-1026949;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Bastille;metro;-;653746;6861678;42288;48.85348468675015, 2.369652217650187;Paris 11e;75111;false;true;true;1
463006;1021631-1187182;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Château Landon;metro;-;653211;6864459;479053;48.87845059283709, 2.362045093603414;Paris 10e;75110;false;true;true;1
463007;1021697-1309045;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de la Villette;metro;-;654968;6866604;473461;48.89786518076287, 2.385778817136042;Paris 19e;75119;false;true;true;1
463320;1026475-45131;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Varenne;metro;-;649738;6862061;45131;48.85662420169878, 2.3149776470363412;Paris 7e;75107;false;true;true;1
463303;1026154-1338485;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-François-Xavier;metro;-;649682;6861468;45139;48.85129154999027, 2.314285946180555;Paris 7e;75107;false;true;true;1
21982;21982-45430;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Mirabeau;metro;-;646653;6861027;45430;48.84707750639776, 2.2730641263728324;Paris 16e;75116;false;true;true;1
463179;1024358-47891;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Fort d'Aubervilliers;metro;-;656332;6868466;47891;48.91470775194569, 2.4041878217951926;Aubervilliers;93001;false;true;true;2
463184;1024511-43046;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Gaîté;metro;-;650261;6860044;43046;48.83852608407424, 2.322353996778806;Paris 14e;75114;false;true;true;1
21993;789765-44923;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Télégraphe;metro;-;655893;6864111;44923;48.87551038323271, 2.398648089960593;Paris 19e;75119;false;true;true;1
463158;1023898-1035011;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Châtelet;metro;-;652072;6862385;42587;48.859715818908725, 2.3467600097151675;Paris 1er;75101;false;true;true;1
463163;1024036-42984;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Félix Faure;metro;-;648020;6860533;42984;48.84274672479532, 2.2917518097199;Paris 15e;75115;false;true;true;1
463164;1024044-1035205;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Concorde;metro;-;650340;6863118;45676;48.866180814873594, 2.3230583629029047;Paris 8e;75108;false;true;true;1
463170;1024282-1327463;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Esplanade de la Défense;metro;-;644999;6865632;42962;48.888349893000665, 2.2499310867430724;Courbevoie;92026;false;true;true;2
463138;1023606-1037764;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Bréguet-Sabin;metro;-;653799;6861982;42390;48.85621781010241, 2.3703346849773026;Paris 11e;75111;false;true;true;1
463149;1023819-1035065;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Château de Vincennes;metro;-;658941;6860620;42582;48.844317513365304, 2.4405400954061127;Paris 12e;75112;false;true;true;2
463113;1023427-1034623;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Blanche;metro;-;651048;6865068;42337;48.88376635352917, 2.332484375434362;Paris 9e;75109;false;true;true;1
463132;1023481-1034611;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Bolivar;metro;-;654101;6864712;58767;48.88078980458392, 2.3741521406987505;Paris 19e;75119;false;true;true;1
463104;1023094-1239088;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Denfert-Rochereau;metro;-;650967;6859529;462351;48.833948692743945, 2.3320188352163855;Paris 14e;75114;false;true;true;1
463102;1023044-43498;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Kléber;metro;-;648164;6863707;43498;48.87130161109105, 2.293325917989231;Paris 16e;75116;false;true;true;1
463103;1023062-1239088;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Denfert-Rochereau;metro;-;651024;6859562;462351;48.834249866380546, 2.3328037762898237;Paris 14e;75114;false;true;true;1
21949;1025815-44529;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte des Lilas;metro;-;656472;6864298;44529;48.877231429724624, 2.4065226763982266;Paris 19e;75119;false;true;true;1
21951;1025427-841085;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Place des Fêtes;metro;-;655490;6864249;44396;48.876723661025224, 2.3931393703604957;Paris 19e;75119;false;true;true;1
21930;1020408-42977;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Exelmans;metro;-;645675;6860536;42977;48.84258027532826, 2.259800845144345;Paris 16e;75116;false;true;true;1
21929;1024757-43567;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;La Muette;metro;-;646740;6862251;43567;48.85809196595048, 2.2740962446697215;Paris 16e;75116;false;true;true;1
21905;1022328-45193;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Oberkampf;metro;-;653674;6862913;45193;48.86458119711936, 2.3685262686038384;Paris 11e;75111;false;true;true;1
21906;1024571-999387;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Havre-Caumartin;metro;-;650670;6863926;462375;48.87346783842998, 2.3274627984235083;Paris 9e;75109;false;true;true;1
463276;1025591-44510;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Bagnolet;metro;-;656625;6862885;44510;48.86453937198637, 2.408754221189542;Paris 20e;75120;false;true;true;1
463279;1025673-44520;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Montreuil;metro;-;656760;6861655;44520;48.85348263025835, 2.4107181540274945;Paris 20e;75120;false;true;true;1
463280;1025690-44521;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Pantin;metro;-;655425;6865554;44521;48.888459210398885, 2.3921229723281474;Paris 19e;75119;false;true;true;1
463282;1025828-1270571;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pré-Saint-Gervais;metro;-;655892;6864628;45617;48.88015957971629, 2.398580770693527;Paris 19e;75119;false;true;true;1
463260;1025734-44526;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Vanves;metro;-;649001;6858841;44526;48.82761346305592, 2.3053323866574726;Paris 14e;75114;false;true;true;1
463233;1025492-44481;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pont de Sèvres;metro;-;643511;6859121;44481;48.829669189797684, 2.2305052170885533;Boulogne-Billancourt;92012;false;true;true;2
463235;1025570-1096872;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte d'Italie;metro;-;652973;6857862;473456;48.819106595610265, 2.3595297331071685;Paris 13e;75113;false;true;true;1
463210;1024913-51613;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Louise Michel;metro;-;647802;6865622;51613;48.888493380723986, 2.288168006806734;Levallois-Perret;92044;false;true;true;2
463212;1024985-43969;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie de Saint-Ouen;metro;-;651177;6868202;43969;48.91195886378471, 2.3338930806853564;Saint-Ouen;93070;false;true;true;2
463220;1024955-44051;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie d'Ivry;metro;-;654726;6856970;44051;48.811210092444846, 2.3834980536358272;Ivry-sur-Seine;94041;false;true;true;2
