ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
463122;1306773-1026775;2019-01-28T19:00:00-05:00;2021-07-26T07:28:27-04:00;Arts et Métiers;metro;-;652806;6863035;42230;48.865615318051766, 2.356682273418716;Paris 3e;75103;false;true;true;1
22036;1306133-1026746;2014-12-28T19:00:00-05:00;2021-07-22T13:42:25-04:00;Anatole France;metro;-;647573;6866037;42195;48.892206616666066, 2.284981696340319;Levallois-Perret;92044;false;true;true;2
463117;1305878-1026715;2019-01-28T19:00:00-05:00;2021-07-21T13:43:07-04:00;Alexandre Dumas;metro;-;655587;6861971;45196;48.85624467748922, 2.3947127337554774;Paris 20e;75120;false;true;true;1
22382;1273498-43656;2014-12-28T19:00:00-05:00;2021-05-26T07:22:43-04:00;Le Peletier;metro;-;651602;6864084;43656;48.87495940509292, 2.340150559706373;Paris 9e;75109;false;true;true;1
463162;1460249-1037763;2019-01-28T19:00:00-05:00;2023-03-28T09:33:18-04:00;Commerce;metro;-;648176;6860736;42734;48.844584854291874, 2.2938517084406183;Paris 15e;75115;false;true;true;1
463231;1460196-1101343;2019-01-28T19:00:00-05:00;2023-03-28T09:24:23-04:00;Pont Marie (Cité des Arts);metro;-;652850;6861691;44487;48.853532095714954, 2.3574302921763057;Paris 4e;75104;false;true;true;1
22200;1460171-58727;2014-12-29T10:31:51-05:00;2023-03-28T09:21:34-04:00;Filles du Calvaire;metro;-;653548;6862748;58727;48.86308830093882, 2.3668268597954114;Paris 11e;75111;false;true;true;1
463049;1460162-43310;2019-01-27T19:00:00-05:00;2023-03-28T09:18:25-04:00;Grands Boulevards;metro;-;651824;6863704;43310;48.87155880027575, 2.343220218342397;Paris 9e;75109;false;true;true;1
22197;1460144-43310;2014-12-28T19:00:00-05:00;2023-03-28T09:17:44-04:00;Grands Boulevards;metro;-;651796;6863694;43310;48.87146677749602, 2.3428396486365437;Paris 2e;75102;false;true;true;1
22128;1458819-1026966;2014-12-28T19:00:00-05:00;2023-03-28T04:20:47-04:00;Belleville;metro;-;654290;6863768;42311;48.8723140764136, 2.376830691522284;Paris 19e;75119;false;true;true;1
463110;1458788-1026966;2019-01-28T19:00:00-05:00;2023-03-28T04:17:54-04:00;Belleville;metro;-;654279;6863732;42311;48.871989554732075, 2.3766846077185417;Paris 10e;75110;false;true;true;1
22133;1488593-44833;2014-12-28T19:00:00-05:00;2023-07-10T05:04:04-04:00;Simplon;metro;-;652180;6866176;44833;48.89381526040398, 2.3477949681871215;Paris 18e;75118;false;true;true;1
22003;1025682-44521;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Pantin;metro;-;655421;6865563;44521;48.888535336652225, 2.39206071434193;Paris 19e;75119;false;true;true;1
22005;1021579-44227;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ourcq;metro;-;655025;6865412;44227;48.88714990188864, 2.386676535601991;Paris 19e;75119;false;true;true;1
22116;1025199-44133;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ménilmontant;metro;-;654777;6863111;44133;48.86644016583359, 2.383539668779489;Paris 20e;75120;false;true;true;1
22123;1023206-1026754;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Anvers;metro;-;651903;6864961;42210;48.88286856789594, 2.3441548403302903;Paris 9e;75109;false;true;true;1
22124;1023312-1026851;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Avron;metro;-;655839;6861458;42271;48.85164854264895, 2.398187556659396;Paris 20e;75120;false;true;true;1
22102;22102-1327463;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Esplanade de la Défense;metro;-;644997;6865630;42962;48.8883317370615, 2.2499040727323294;Courbevoie;92026;false;true;true;2
22077;1021985-44528;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Vincennes;metro;-;656761;6860935;44528;48.847007730140405, 2.4108049967014993;Paris 12e;75112;false;true;true;1
22072;1022721-999036;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Nation;metro;-;655661;6861104;462358;48.84845279613178, 2.395798835112525;Paris 11e;75111;false;true;true;1
22073;1021634-999036;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Nation;metro;-;655665;6861042;462358;48.84789550450939, 2.3958598043279076;Paris 12e;75112;false;true;true;1
22080;1020442-999036;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Nation;metro;-;655664;6861063;462358;48.84808428902576, 2.395843988723737;Paris 12e;75112;false;true;true;1
22059;22059-1026714;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Abbesses;metro;-;651480;6865133;42155;48.884383573675336, 2.338367478180516;Paris 18e;75118;false;true;true;1
22051;1020720-1306960;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Notre-Dame des Champs;metro;-;650724;6860769;44211;48.84508150712723, 2.3285649442279435;Paris 6e;75106;false;true;true;1
22034;1024907-51613;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Louise Michel;metro;-;647811;6865627;51613;48.88853900024817, 2.2882778490679754;Levallois-Perret;92044;false;true;true;2
22042;1025743-917063;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Versailles;metro;-;647744;6859374;49515;48.83230151344613, 2.2881329450932193;Paris 15e;75115;false;true;true;1
22043;22043-58717;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Rue du Bac;metro;-;650522;6861971;58717;48.85587553105397, 2.3256727584985155;Paris 7e;75107;false;true;true;1
24679;1022594-58497;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Front Populaire;metro;-;653510;6867605;58497;48.90676304721646, 2.3657771771931704;Saint-Denis;93066;false;true;true;2
22022;1025582-44510;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Bagnolet;metro;-;656630;6862862;44510;48.864328368923815, 2.4088234090802447;Paris 20e;75120;false;true;true;1
22023;1025601-44511;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Champerret;metro;-;648070;6865313;44511;48.885736265737286, 2.2918481473366468;Paris 17e;75117;false;true;true;1
24684;1025823-1270571;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pré-Saint-Gervais;metro;-;655892;6864628;45617;48.88015957971629, 2.398580770693527;Paris 19e;75119;false;true;true;1
24687;1021856-1035348;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Danube;metro;-;655501;6864830;42822;48.88194921397263, 2.393228471227491;Paris 19e;75119;false;true;true;1
24686;1023535-1034610;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Botzaris;metro;-;655182;6864553;42369;48.87943610065315, 2.388908111185045;Paris 19e;75119;false;true;true;1
22027;1021144-45056;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Villiers;metro;-;649823;6864779;45056;48.88107318212763, 2.3158150926463765;Paris 8e;75108;false;true;true;1
22029;1021131-44825;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Sentier;metro;-;652138;6863233;44825;48.867346603345666, 2.347553815937787;Paris 2e;75102;false;true;true;1
22231;1020979-1034792;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Brochant;metro;-;650153;6865838;45487;48.890622014600964, 2.320190246899945;Paris 17e;75117;false;true;true;1
22232;1024817-43693;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Les Agnettes;metro;-;647698;6869470;43693;48.92308777701588, 2.2862632024790006;Gennevilliers;92036;false;true;true;2
22230;1024483-43046;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Gaîté;metro;-;650270;6860046;43046;48.83854469213336, 2.322463569405973;Paris 14e;75114;false;true;true;1
22240;1023323-1026928;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Basilique de Saint-Denis;metro;-;653062;6870947;463329;48.93678306437655, 2.3592958408126807;Saint-Denis;93066;false;true;true;2
22241;1026121-1328218;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Denis - Porte de Paris;metro;-;652827;6870186;473458;48.92992274949809, 2.3561729251015984;Saint-Denis;93066;false;true;true;2
22214;1022132-1306922;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ecole Vétérinaire de Maisons-Alfort;metro;-;657580;6857343;42889;48.81475868305829, 2.422322751702586;Maisons-Alfort;94046;false;true;true;2
22207;1022239-44532;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte Dorée;metro;-;656380;6859610;44532;48.83506621951728, 2.4057493814000983;Paris 12e;75112;false;true;true;1
22195;1025210-42237;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Opéra;metro;-;651010;6863604;42237;48.87059812153863, 2.332135072925293;Paris 2e;75102;false;true;true;1
22176;1023629-1034768;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Cambronne;metro;-;648846;6861059;42419;48.84754311124529, 2.3029417283376103;Paris 15e;75115;false;true;true;1
22177;1023336-1037789;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Bel-Air;metro;-;656027;6860320;45222;48.84142733128531, 2.400867131995258;Paris 12e;75112;false;true;true;1
22173;1024534-45276;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Glacière;metro;-;651807;6859213;45276;48.83117023429749, 2.343497492717988;Paris 13e;75113;false;true;true;1
22188;1023540-1034639;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Boucicaut;metro;-;647737;6860344;42370;48.84102416004495, 2.287918431124558;Paris 15e;75115;false;true;true;1
22182;1022952-1035441;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Dugommier;metro;-;655198;6860051;42869;48.83895109309708, 2.3896007705991935;Paris 12e;75112;false;true;true;1
22185;1024580-43407;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Invalides;metro;-;649717;6862496;43407;48.8605344545931, 2.3146399951225334;Paris 7e;75107;false;true;true;1
22167;1023003-44334;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Picpus;metro;-;656058;6860719;44334;48.845017676254436, 2.401248269453828;Paris 12e;75112;false;true;true;1
22161;1025923-44582;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Quai de la Gare;metro;-;653965;6859844;44582;48.83700262859093, 2.3728250137175424;Paris 13e;75113;false;true;true;1
22164;1026428-44962;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Trocadéro;metro;-;647738;6862839;44962;48.86346147276636, 2.287625377853518;Paris 16e;75116;false;true;true;1
22147;1024288-1347711;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Etienne Marcel;metro;-;652239;6862827;44970;48.8637030110762, 2.3489761968791076;Paris 1er;75101;false;true;true;1
22368;1021756-44901;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Stalingrad;metro;-;653726;6865107;44901;48.88431508736179, 2.368996070723284;Paris 19e;75119;false;true;true;1
22396;1024947-44051;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie d'Ivry;metro;-;654726;6856970;44051;48.811210092444846, 2.3834980536358272;Ivry-sur-Seine;94041;false;true;true;2
22398;1023077-1347809;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Le Kremlin-Bicêtre;metro;-;653156;6856876;43643;48.81025257184141, 2.3621304138025603;Le Kremlin-Bicêtre;94043;false;true;true;2
22392;1024152-1035273;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Crimée;metro;-;654314;6865833;42780;48.89088575798087, 2.376935736982379;Paris 19e;75119;false;true;true;1
22393;1024310-47891;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Fort d'Aubervilliers;metro;-;656324;6868472;47891;48.914756654114775, 2.4040753772718535;Aubervilliers;93001;false;true;true;2
22379;1025387-44491;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Pont Neuf;metro;-;651701;6862248;44491;48.858456030163836, 2.341708923203475;Paris 1er;75101;false;true;true;1
22370;1026388-917052;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Tolbiac;metro;-;652817;6858645;43411;48.826136860805335, 2.357318439213191;Paris 13e;75113;false;true;true;1
22386;1022390-43493;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jussieu;metro;-;652650;6860851;43493;48.845963338089845, 2.3547983098208563;Paris 5e;75105;false;true;true;1
25084;1021948-1034822;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Buzenval;metro;-;656058;6861469;42410;48.851762438884066, 2.401170769368412;Paris 20e;75120;false;true;true;1
463078;1022396-43493;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jussieu;metro;-;652650;6860851;43493;48.845963338089845, 2.3547983098208563;Paris 5e;75105;false;true;true;1
463099;1022992-42871;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Dupleix;metro;-;648166;6861381;42871;48.85038448526613, 2.293636839055878;Paris 15e;75115;false;true;true;1
463069;1022742-42972;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Europe;metro;-;650288;6864517;42972;48.878753163096754, 2.3221859195205097;Paris 8e;75108;false;true;true;1
463074;1022938-43425;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jaurès;metro;-;653832;6864885;43425;48.88232631552997, 2.37046558658143;Paris 19e;75119;false;true;true;1
463038;1021941-43423;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jasmin;metro;-;646282;6861626;43423;48.852433417777384, 2.2679332916470663;Paris 16e;75116;false;true;true;1
463054;1022319-45193;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Oberkampf;metro;-;653652;6862945;45193;48.864871886647045, 2.3682236708807443;Paris 11e;75111;false;true;true;1
463012;1021994-44528;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Vincennes;metro;-;656761;6860935;44528;48.847007730140405, 2.4108049967014993;Paris 12e;75112;false;true;true;1
463027;1021586-44227;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ourcq;metro;-;655023;6865386;44227;48.88691595224703, 2.386652016759883;Paris 19e;75119;false;true;true;1
463030;1021678-44513;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Choisy;metro;-;653351;6857964;44513;48.820055928199736, 2.3646785940494577;Paris 13e;75113;false;true;true;1
463033;1021799-43823;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Louis Blanc;metro;-;653437;6864729;43823;48.88089501068193, 2.365096807452221;Paris 10e;75110;false;true;true;1
463319;1026447-44923;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Télégraphe;metro;-;655895;6864112;44923;48.875519512999084, 2.3986752529487716;Paris 19e;75119;false;true;true;1
463316;1026362-700137;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Temple;metro;-;653165;6863159;44924;48.866756628486336, 2.3615612345263557;Paris 3e;75103;false;true;true;1
463311;1026248-44840;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Solférino;metro;-;650334;6862268;44840;48.85853194878038, 2.323075964251541;Paris 7e;75107;false;true;true;1
463301;1026129-1328218;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Denis - Porte de Paris;metro;-;652827;6870186;473458;48.92992274949809, 2.3561729251015984;Saint-Denis;93066;false;true;true;2
463186;1024539-45276;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Glacière;metro;-;651802;6859207;45276;48.831115946668106, 2.343438236678703;Paris 13e;75113;false;true;true;1
21995;1024658-43483;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jourdain;metro;-;655209;6864087;43483;48.875247347693374, 2.3893253789100948;Paris 19e;75119;false;true;true;1
21990;1022436-1244788;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Hôtel de Ville;metro;-;652422;6862144;470524;48.857574421431764, 2.3515469856154687;Paris 4e;75104;false;true;true;1
463192;1024665-43483;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jourdain;metro;-;655209;6864087;43483;48.875247347693374, 2.3893253789100948;Paris 19e;75119;false;true;true;1
21973;21973-59379;2014-12-29T10:31:51-05:00;2021-05-04T13:56:37-04:00;Mabillon;metro;-;651214;6861628;59379;48.8528437373513, 2.335142819346475;Paris 6e;75106;false;true;true;1
21970;1022618-42874;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Duroc;metro;-;649820;6860963;42874;48.846756377139535, 2.3162247549746042;Paris 7e;75107;false;true;true;1
463139;1023623-1034849;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Cadet;metro;-;651913;6864202;42414;48.876048379183295, 2.3443838837796553;Paris 9e;75109;false;true;true;1
463143;1023710-1034962;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Charonne;metro;-;654858;6861831;42560;48.854939442500324, 2.384782396448888;Paris 11e;75111;false;true;true;1
463148;1023801-1035021;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Château Rouge;metro;-;652289;6865426;42585;48.887078876519546, 2.3493658080048396;Paris 18e;75118;false;true;true;1
463146;1023777-730041;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Chemin Vert;metro;-;653635;6862080;45097;48.85708736687211, 2.36809508538599;Paris 3e;75103;false;true;true;1
463151;1024083-1035205;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Concorde;metro;-;650256;6863161;45676;48.86656106220453, 2.3219151528497886;Paris 8e;75108;false;true;true;1
463150;1024056-1035205;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Concorde;metro;-;650333;6863160;45676;48.866557992001624, 2.3229614457982586;Paris 8e;75108;false;true;true;1
463116;1023092-1026714;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Abbesses;metro;-;651482;6865134;42155;48.884392717043454, 2.338394635220906;Paris 18e;75118;false;true;true;1
463123;1023271-1026701;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Assemblée Nationale;metro;-;650161;6862557;45704;48.861122049132675, 2.3206896796944263;Paris 7e;75107;false;true;true;1
463101;1023031-45417;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Passy;metro;-;647582;6862181;45417;48.85753152867223, 2.2855802300954724;Paris 16e;75116;false;true;true;1
21941;1024933-44052;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie de Montreuil;metro;-;659049;6862616;44052;48.86227443602247, 2.441819377245908;Montreuil;93048;false;true;true;2
21940;1020347-47021;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Marcel Sembat;metro;-;644467;6859572;47021;48.8338081062992, 2.2434682140588897;Boulogne-Billancourt;92012;false;true;true;2
21952;1022891-43425;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jaurès;metro;-;653904;6864962;43425;48.883023912481356, 2.3714389599856065;Paris 19e;75119;false;true;true;1
21950;1021205-43055;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Gambetta;metro;-;655789;6862930;43055;48.86488271200832, 2.397353102563537;Paris 20e;75120;false;true;true;1
21925;1022311-45193;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Oberkampf;metro;-;653647;6862935;45193;48.86477709757322, 2.3681558453945506;Paris 11e;75111;false;true;true;1
21919;1020379-999036;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Nation;metro;-;655672;6861152;462358;48.84888521746894, 2.3959437210498127;Paris 11e;75111;false;true;true;1
21918;1020626-44617;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653280;6863229;44617;48.8673944782744, 2.363121111132528;Paris 3e;75103;false;true;true;1
21934;1023700-1034962;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Charonne;metro;-;654866;6861839;42560;48.85500743610255, 2.3848878986690414;Paris 11e;75111;false;true;true;1
21928;1021935-43423;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Jasmin;metro;-;646303;6861629;43423;48.852462146896364, 2.268219083521012;Paris 16e;75116;false;true;true;1
21903;1020566-44617;2014-12-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653352;6863261;44617;48.86768746721707, 2.364099047222572;Paris 10e;75110;false;true;true;1
463278;1025655-1097017;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Clichy;metro;-;649644;6866266;473477;48.894431287069544, 2.3132083507588095;Paris 17e;75117;false;true;true;1
463281;1025726-1351638;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de la Chapelle;metro;-;653012;6866569;473459;48.89741064070044, 2.3591038573001972;Paris 18e;75118;false;true;true;1
463295;1026024-44643;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Riquet;metro;-;654072;6865531;44643;48.88815726111783, 2.3736694647431955;Paris 19e;75119;false;true;true;1
463296;1026036-44662;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Rome;metro;-;650230;6864917;44662;48.88234581784814, 2.3213591738229717;Paris 17e;75117;false;true;true;1
463297;1026050-45194;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Rue Saint-Maur;metro;-;654552;6862854;45194;48.86411770001463, 2.38050775608986;Paris 11e;75111;false;true;true;1
463290;1025951-44594;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Ranelagh;metro;-;646433;6861966;44594;48.855503557447456, 2.2699481579346337;Paris 16e;75116;false;true;true;1
463291;1025964-917064;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Raspail;metro;-;650880;6860103;45314;48.83910414929314, 2.33078021656624;Paris 14e;75114;false;true;true;1
463259;1025620-44524;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Porte de Saint-Cloud;metro;-;645449;6860028;44524;48.83799728192552, 2.2567894964207134;Paris 16e;75116;false;true;true;1
463242;1025191-1347976;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mouton-Duvernet;metro;-;650808;6859240;44183;48.831337584623185, 2.32988764040842;Paris 14e;75114;false;true;true;1
463219;1024940-44050;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie d'Issy;metro;-;646666;6858499;44050;48.82434428671809, 2.273558168023931;Issy-les-Moulineaux;92040;false;true;true;2
463216;1024836-43737;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Les Gobelins;metro;-;652474;6859732;43737;48.83589170574198, 2.352531165362203;Paris 13e;75113;false;true;true;1
463226;1025064-44140;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Michel Bizot;metro;-;656133;6859835;44140;48.83707743008748, 2.4023667399880027;Paris 12e;75112;false;true;true;1
463221;1024964-44052;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Mairie de Montreuil;metro;-;659021;6862620;44052;48.86231312999211, 2.4414386664522216;Montreuil;93048;false;true;true;2
463209;1024898-43811;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;Liberté;metro;-;656420;6858610;43811;48.82608032098774, 2.406409459132365;Charenton-le-Pont;94018;false;true;true;2
463203;1024763-43567;2019-01-28T19:00:00-05:00;2021-05-04T13:56:37-04:00;La Muette;metro;-;646740;6862251;43567;48.85809196595048, 2.2740962446697215;Paris 16e;75116;false;true;true;1
462983;1021092-1035262;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Couronnes;metro;-;654540;6863419;42772;48.869193344184296, 2.3802889829271927;Paris 11e;75111;false;true;true;1
462998;1021239-58716;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Odéon;metro;-;651620;6861533;58716;48.85202455356673, 2.340692291066523;Paris 6e;75106;false;true;true;1
462992;1021233-45120;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Saint-Sulpice;metro;-;650905;6861441;45120;48.85113858863096, 2.3309535506504537;Paris 6e;75106;false;true;true;1
462965;1020726-1306960;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Notre-Dame des Champs;metro;-;650733;6860768;44211;48.84507774468957, 2.3286958054987066;Paris 6e;75106;false;true;true;1
462962;1020599-44617;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653282;6863232;44617;48.86742160907897, 2.363149406900381;Paris 3e;75103;false;true;true;1
462963;1020636-44617;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;République;metro;-;653293;6863242;44617;48.86751235686305, 2.363302340780453;Paris 3e;75103;false;true;true;1
462978;1020958-1034792;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Brochant;metro;-;650132;6865841;45487;48.8906518702421, 2.3199048172093653;Paris 17e;75117;false;true;true;1
462975;1020870-43548;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;La Fourche;metro;-;650555;6865480;43548;48.88743365578895, 2.3257141171661346;Paris 18e;75118;false;true;true;1
462950;1020811-58717;2019-01-27T19:00:00-05:00;2021-05-04T13:56:37-04:00;Rue du Bac;metro;-;650524;6861972;58717;48.85588467753727, 2.325699898452411;Paris 7e;75107;false;true;true;1
463159;1219360-1035011;2019-01-28T19:00:00-05:00;2021-05-04T13:56:16-04:00;Châtelet;metro;-;652047;6862367;42587;48.859556531778615, 2.346411849769496;Paris 1er;75101;true;true;true;1
462990;1021190-45630;2019-01-27T19:00:00-05:00;2021-05-04T13:56:16-04:00;Pelleport;metro;-;656096;6863326;45630;48.86846488606675, 2.4014967922879245;Paris 20e;75120;false;true;true;1
480330;1219356-43969;2020-12-08T19:00:00-05:00;2021-05-04T13:56:16-04:00;Mairie de Saint-Ouen;metro;-;651152;6868167;43969;48.9116421745772, 2.3335458072132687;Saint-Ouen;93070;true;true;true;2
462972;1020827-999333;2019-01-27T19:00:00-05:00;2021-04-06T09:48:59-04:00;Saint-Lazare;metro;-;650420;6864172;462374;48.87566085372396, 2.324025896124677;Paris 8e;75108;true;true;true;1
480541;1229201-1097017;2021-01-19T19:00:00-05:00;2021-04-06T09:48:17-04:00;Porte de Clichy;metro;-;649661;6866250;473477;48.894288676903514, 2.3134318695440537;Paris 17e;75117;true;true;true;1
480286;1219323-1218655;2020-12-06T19:00:00-05:00;2021-04-06T09:47:40-04:00;Pont Cardinet;metro;-;649784;6865561;480287;48.888102388940446, 2.3151908648850004;Paris 17e;75117;true;true;true;1
463064;1219363-43898;2019-01-27T19:00:00-05:00;2021-04-06T09:46:25-04:00;Madeleine;metro;-;650550;6863611;43898;48.87063048328007, 2.3258757399808623;Paris 8e;75108;true;true;true;1
21956;1024111-1035238;2014-12-28T19:00:00-05:00;2021-04-06T09:45:09-04:00;Cour Saint-Emilion;metro;-;654963;6859430;45234;48.83334999630182, 2.3864649093641876;Paris 12e;75112;true;true;true;1
21959;1023927-1035011;2014-12-28T19:00:00-05:00;2021-04-06T09:44:53-04:00;Châtelet;metro;-;652037;6862363;42587;48.85951531491168, 2.346275248188986;Paris 1er;75101;true;true;true;1
22108;1396904-44931;2014-12-28T19:00:00-05:00;2022-05-31T12:26:42-04:00;Ternes;metro;-;648522;6864471;44931;48.87820075188028, 2.298113652198306;Paris 17e;75117;false;true;true;1
